,price_doc,full_sq,life_sq,num_room,kitch_sq
16847,5840000,44,28.0,2.0,5.0
16849,11800000,62,37.0,3.0,8.0
16850,9700000,64,46.0,3.0,7.0
16854,7340000,79,55.0,3.0,8.0
16856,8550000,44,28.0,2.0,6.0
16859,6300000,37,22.0,2.0,7.0
16860,9500000,76,46.0,3.0,10.0
16862,7600000,39,20.0,1.0,10.0
16867,8250000,37,19.0,1.0,7.0
16876,5650000,35,19.0,1.0,9.0
16881,9000000,53,30.0,2.0,8.0
16882,10400000,62,43.0,3.0,6.0
16885,6500000,34,19.0,1.0,9.0
16886,7300000,40,20.0,1.0,8.0
16888,9000000,53,32.0,2.0,53.0
16890,8190000,45,28.0,2.0,5.0
16893,7200000,39,22.0,2.0,7.0
16894,8400000,47,30.0,2.0,6.0
16898,5600000,31,18.0,1.0,5.0
16900,8000000,37,19.0,1.0,10.0
16902,3600000,37,19.0,1.0,7.0
16903,2936127,40,40.0,1.0,0.0
16907,11200000,42,25.0,1.0,7.0
16910,8900000,45,27.0,2.0,6.0
16911,8800000,44,28.0,2.0,5.0
16914,5700000,30,18.0,1.0,5.0
16916,9700000,51,30.0,2.0,8.0
16919,9500000,46,30.0,2.0,6.0
16932,12400000,68,40.0,3.0,9.0
16933,990000,101,94.0,3.0,12.0
16937,9200000,52,30.0,2.0,9.0
16940,7400000,37,19.0,1.0,7.0
16943,16500000,109,78.0,5.0,10.0
16947,9650000,38,17.0,1.0,9.0
16949,5900000,47,29.0,2.0,6.0
16952,9350000,57,25.0,1.0,16.0
16955,11500000,78,45.0,3.0,10.0
16959,1000000,38,24.0,2.0,6.0
16963,6850000,44,28.0,2.0,5.0
16965,15055211,78,78.0,2.0,1.0
16967,7700000,38,19.0,1.0,8.0
16982,14300000,77,52.0,3.0,7.0
16992,2724630,99,64.0,3.0,15.0
17001,12000000,47,27.0,2.0,7.0
17009,8000000,52,30.0,2.0,8.0
17015,1000000,59,44.0,3.0,5.0
17018,5000000,33,20.0,1.0,5.0
17025,7700000,65,43.0,3.0,6.0
17038,7850000,53,30.0,2.0,8.0
17045,7000000,31,20.0,1.0,5.0
17048,27500000,113,78.0,3.0,11.0
17053,6850000,45,45.0,2.0,5.0
17054,7850000,42,19.0,1.0,10.0
17064,11000000,77,46.0,3.0,10.0
17067,7650000,32,16.0,1.0,7.0
17068,9372200,56,24.0,1.0,12.0
17070,2000000,71,37.0,3.0,9.0
17071,6000000,43,21.0,1.0,8.0
17072,3000000,57,33.0,2.0,10.0
17082,5350000,30,15.0,1.0,6.0
17085,10400000,78,50.0,3.0,10.0
17087,8300000,37,21.0,2.0,7.0
17093,3500000,34,20.0,1.0,5.0
17094,5900000,33,20.0,1.0,5.0
17095,1000000,41,26.0,2.0,5.0
17097,5800000,31,18.0,1.0,5.0
17098,6650000,38,19.0,1.0,7.0
17099,15600000,81,41.0,3.0,11.0
17104,11300000,45,30.0,2.0,5.0
17108,6200000,32,16.0,1.0,7.0
17109,14900000,74,45.0,3.0,10.0
17110,12400000,65,43.0,3.0,9.0
17112,8099041,53,35.0,2.0,5.0
17113,12900000,76,50.0,3.0,8.0
17119,5100000,29,29.0,1.0,5.0
17122,2000000,36,25.0,2.0,5.0
17129,6800000,43,29.0,2.0,5.0
17130,14500000,79,46.0,3.0,8.0
17133,11150000,58,34.0,2.0,9.0
17135,10500000,51,30.0,2.0,8.0
17136,15500000,56,34.0,2.0,8.0
17142,12000000,47,28.0,2.0,6.0
17149,16960000,96,67.0,4.0,8.0
17150,7500000,45,29.0,2.0,5.0
17151,5030000,31,18.0,1.0,5.0
17153,15000000,76,45.0,3.0,10.0
17158,6200000,36,17.0,1.0,8.0
17159,6300000,38,19.0,1.0,9.0
17162,6950000,38,19.0,1.0,7.0
17163,10600000,76,59.0,3.0,4.0
17164,10000000,51,26.0,2.0,6.0
17166,6750000,38,19.0,1.0,7.0
17167,7500000,54,32.0,2.0,9.0
17170,6100000,39,20.0,1.0,10.0
17171,19800000,75,44.0,3.0,12.0
17172,14000000,31,17.0,1.0,6.0
17173,1000000,96,68.0,4.0,8.0
17174,8000000,32,16.0,1.0,7.0
17176,7700000,45,28.0,2.0,5.0
17179,2000000,39,23.0,2.0,6.0
17181,17900000,79,53.0,3.0,8.0
17190,7800000,58,41.0,3.0,6.0
17191,5350000,37,19.0,1.0,8.0
17192,15350000,80,45.0,3.0,12.0
17194,13066000,1,1.0,1.0,1.0
17197,5500000,34,34.0,1.0,1.0
17203,8250000,60,44.0,3.0,5.0
17204,5550000,39,21.0,1.0,8.0
17207,7400000,57,54.0,2.0,8.0
17208,6592000,64,64.0,2.0,1.0
17209,6400000,45,29.0,2.0,5.0
17210,12400000,72,43.0,3.0,10.0
17212,10950000,50,25.0,2.0,7.0
17221,1000000,62,36.0,3.0,7.0
17222,9100000,68,46.0,3.0,7.0
17241,1000000,74,51.0,4.0,8.0
17244,10700000,72,42.0,3.0,8.0
17247,8900000,58,34.0,2.0,10.0
17250,6400000,41,27.0,2.0,5.0
17251,4000000,18,11.0,1.0,3.0
17252,10500000,79,46.0,3.0,8.0
17253,7900000,52,28.0,2.0,10.0
17254,6300000,45,32.0,2.0,5.0
17257,6100000,43,28.0,2.0,6.0
17258,14600000,100,72.0,4.0,9.0
17260,8900000,31,18.0,1.0,7.0
17265,1000000,45,30.0,2.0,5.0
17267,10320000,64,43.0,3.0,7.0
17268,16900000,99,66.0,4.0,8.0
17270,5200000,33,18.0,1.0,7.0
17271,2000000,74,46.0,3.0,10.0
17273,3868800,34,34.0,1.0,1.0
17285,8200000,44,20.0,1.0,9.0
17286,2000000,66,28.0,2.0,9.0
17293,11400000,74,45.0,3.0,10.0
17294,24000000,85,25.0,1.0,19.0
17295,5000000,39,20.0,1.0,10.0
17298,8300000,42,28.0,2.0,5.0
17304,19205462,103,1.0,2.0,1.0
17308,6680000,33,17.0,1.0,7.0
17311,5550000,40,20.0,1.0,8.0
17315,7200000,42,41.0,2.0,5.0
17322,7700000,47,30.0,2.0,6.0
17328,12500000,77,44.0,3.0,10.0
17333,5050000,30,18.0,1.0,5.0
17336,1000000,50,28.0,2.0,8.0
17344,9900000,64,38.0,2.0,8.0
17347,8000000,44,26.0,2.0,4.0
17350,4800000,31,19.0,1.0,5.0
17355,5250000,35,20.0,1.0,9.0
17356,6450000,31,18.0,1.0,6.0
17359,7900000,34,16.0,1.0,10.0
17361,8900000,53,30.0,2.0,8.0
17365,7800000,38,23.0,2.0,6.0
17366,8600000,57,37.0,3.0,6.0
17373,12900000,90,62.0,4.0,10.0
17376,7350000,37,19.0,1.0,7.0
17379,7000000,45,28.0,2.0,5.0
17387,14100000,76,49.0,3.0,9.0
17389,60000000,141,88.0,3.0,16.0
17394,2000000,41,18.0,1.0,10.0
17401,7800000,41,26.0,2.0,5.0
17402,35905920,131,85.0,2.0,14.0
17410,10200000,74,41.0,3.0,8.0
17411,10350000,50,29.0,2.0,8.0
17415,7150000,44,27.0,2.0,6.0
17416,7500000,40,26.0,2.0,5.0
17418,13900000,55,32.0,2.0,8.0
17422,6500000,32,18.0,1.0,6.0
17427,13500000,79,44.0,3.0,10.0
17429,5100000,33,19.0,1.0,5.0
17430,2000000,54,32.0,2.0,9.0
17432,5800000,42,27.0,2.0,5.0
17433,6000000,46,27.0,2.0,6.0
17434,16000000,95,54.0,3.0,8.0
17439,9350000,57,33.0,2.0,9.0
17440,15900000,74,52.0,3.0,6.0
17443,9500000,53,30.0,2.0,8.0
17444,15000000,98,55.0,3.0,13.0
17453,7500000,52,30.0,2.0,8.0
17454,11200000,57,30.0,2.0,10.0
17457,7350000,47,30.0,2.0,5.0
17458,19967500,114,54.0,3.0,19.0
17460,13250000,79,51.0,4.0,8.0
17463,12900000,55,27.0,2.0,9.0
17472,11750000,68,43.0,3.0,9.0
17473,7800000,37,19.0,1.0,7.0
17479,8700000,56,42.0,3.0,5.0
17485,7000000,40,26.0,2.0,5.0
17489,48692000,125,65.0,3.0,16.0
17490,6100000,29,29.0,1.0,5.0
17495,7500000,45,28.0,2.0,6.0
17506,24500000,101,68.0,4.0,14.0
17509,11000000,74,53.0,4.0,6.0
17514,17000000,80,54.0,3.0,8.0
17515,12250000,56,35.0,2.0,8.0
17518,10000000,70,45.0,3.0,7.0
17527,6300000,37,19.0,1.0,10.0
17528,2000000,39,19.0,1.0,10.0
17533,6502259,40,19.0,2.0,9.0
17536,7800000,46,28.0,2.0,5.0
17537,11700000,72,43.0,3.0,8.0
17539,6750000,44,27.0,2.0,5.0
17540,7000000,44,28.0,2.0,5.0
17542,8500000,51,30.0,2.0,8.0
17543,8150000,37,19.0,1.0,8.0
17544,16000000,75,44.0,3.0,12.0
17546,4000000,63,40.0,2.0,9.0
17547,8400000,64,43.0,3.0,9.0
17550,10200000,59,33.0,2.0,10.0
17552,7380000,38,24.0,2.0,6.0
17553,5900000,43,28.0,2.0,5.0
17554,6500000,31,21.0,1.0,5.0
17559,10450000,58,40.0,3.0,6.0
17561,2000000,32,18.0,1.0,6.0
17564,5500000,31,19.0,1.0,5.0
17568,6750000,45,28.0,2.0,6.0
17569,17400000,66,39.0,3.0,8.0
17570,6750000,38,23.0,2.0,5.0
17575,7400000,60,45.0,3.0,6.0
17580,9350000,60,44.0,3.0,5.0
17582,10400000,60,38.0,3.0,8.0
17583,11700000,58,32.0,2.0,10.0
17590,8100000,38,19.0,1.0,8.0
17594,8700000,33,15.0,1.0,7.0
17595,9000000,64,36.0,2.0,6.0
17605,6400000,38,38.0,2.0,6.0
17607,5500000,36,21.0,1.0,6.0
17608,5500000,39,21.0,1.0,8.0
17611,29500000,135,105.0,1.0,16.0
17612,1000000,37,19.0,1.0,7.0
17614,16000000,73,49.0,3.0,9.0
17615,11844000,77,47.0,3.0,6.0
17619,6000000,31,21.0,1.0,5.0
17620,8500000,60,44.0,3.0,6.0
17625,6000000,32,21.0,1.0,5.0
17629,7050000,35,20.0,1.0,6.0
17631,6400000,37,22.0,2.0,7.0
17642,4000000,49,31.0,2.0,9.0
17643,16000000,53,35.0,3.0,5.0
17646,23000000,99,50.0,3.0,11.0
17648,9800000,65,45.0,3.0,6.0
17651,9200000,46,28.0,2.0,6.0
17655,5800000,27,12.0,1.0,5.0
17656,5800000,35,19.0,1.0,9.0
17662,6900000,45,28.0,2.0,6.0
17669,5600000,39,17.0,1.0,8.0
17672,16600000,71,44.0,3.0,9.0
17675,11000000,63,34.0,2.0,12.0
17679,6000000,31,19.0,1.0,5.0
17681,8000000,40,21.0,1.0,8.0
17683,28420000,107,58.0,3.0,16.0
17696,1900000,38,19.0,1.0,7.0
17697,9000000,60,43.0,3.0,6.0
17698,10000000,66,39.0,3.0,8.0
17699,5080000,34,22.0,1.0,5.0
17700,29000000,153,145.0,4.0,19.0
17702,6950000,32,17.0,1.0,7.0
17707,7900000,44,31.0,2.0,5.0
17710,14526873,219,118.0,3.0,4.0
17718,5313000,42,1.0,1.0,1.0
17723,9685600,55,24.0,1.0,12.0
17728,7000000,31,19.0,1.0,9.0
17729,11400000,56,36.0,2.0,8.0
17733,2000000,60,31.0,2.0,10.0
17734,5600000,31,30.0,1.0,5.0
17741,6423000,55,33.0,2.0,7.0
17743,11000000,53,32.0,2.0,8.0
17749,8820000,46,29.0,2.0,6.0
17756,8000000,46,30.0,2.0,6.0
17758,12800000,82,51.0,3.0,7.0
17775,8200000,62,38.0,3.0,8.0
17781,13500000,96,52.0,3.0,11.0
17783,15250000,78,46.0,3.0,10.0
17784,7200000,47,44.0,2.0,6.0
17787,34000000,97,52.0,3.0,12.0
17788,1200000,42,20.0,1.0,8.0
17791,13400000,75,44.0,3.0,10.0
17792,7200000,43,27.0,2.0,5.0
17797,6100000,32,18.0,1.0,6.0
17799,11100000,58,32.0,2.0,10.0
17803,7700000,61,37.0,2.0,10.0
17807,5900000,30,18.0,1.0,6.0
17821,6700000,37,22.0,2.0,7.0
17824,15500000,77,46.0,3.0,10.0
17825,10500000,53,32.0,2.0,9.0
17826,2000000,54,28.0,2.0,11.0
17827,16010549,76,37.0,2.0,14.0
17837,9200000,53,30.0,2.0,8.0
17840,5220756,59,59.0,2.0,1.0
17849,8500000,43,18.0,1.0,11.0
17854,8900000,49,29.0,2.0,6.0
17855,9400000,58,30.0,2.0,11.0
17861,4582520,67,67.0,3.0,0.0
17863,15500000,93,57.0,3.0,17.0
17864,2000000,37,19.0,1.0,9.0
17866,8800000,65,39.0,3.0,8.0
17867,7500000,98,50.0,3.0,12.0
17870,5900000,39,21.0,1.0,8.0
17877,6900000,40,26.0,2.0,6.0
17879,4900000,31,18.0,1.0,6.0
17881,7800000,58,41.0,3.0,6.0
17884,7730000,37,19.0,1.0,9.0
17888,3000000,73,47.0,4.0,8.0
17889,1000000,35,19.0,1.0,9.0
17890,6950000,45,30.0,2.0,5.0
17892,6500000,38,18.0,1.0,7.0
17896,13000000,59,34.0,2.0,10.0
17900,7500000,37,19.0,1.0,8.0
17904,6650000,37,19.0,1.0,7.0
17905,7900000,38,19.0,1.0,7.0
17907,12200000,51,30.0,2.0,8.0
17908,13300000,62,41.0,3.0,7.0
17911,8800000,51,29.0,2.0,8.0
17915,9300000,50,34.0,3.0,5.0
17917,8000000,57,42.0,3.0,5.0
17926,11000000,65,45.0,3.0,7.0
17927,12100000,58,38.0,3.0,5.0
17931,6500000,32,18.0,1.0,6.0
17934,7300000,39,19.0,1.0,8.0
17939,7800000,51,29.0,2.0,8.0
17940,5410484,63,1.0,2.0,1.0
17944,3059472,46,22.0,1.0,1.0
17945,7200000,39,23.0,2.0,6.0
17946,5800000,40,25.0,2.0,5.0
17949,10700000,77,47.0,3.0,8.0
17951,23000000,61,26.0,1.0,19.0
17953,13000000,56,30.0,2.0,11.0
17958,6500000,42,26.0,2.0,5.0
17968,7000000,38,18.0,1.0,8.0
17969,4800000,36,20.0,1.0,6.0
17971,9100000,57,39.0,3.0,5.0
17979,5300000,35,14.0,1.0,9.0
17982,5150000,33,18.0,1.0,9.0
17985,7500000,41,17.0,1.0,10.0
17988,990000,39,20.0,1.0,8.0
17996,7600000,37,19.0,1.0,7.0
17998,5850000,30,17.0,1.0,5.0
18001,8700000,43,41.0,2.0,5.0
18009,5050000,30,18.0,1.0,5.0
18016,6100000,38,19.0,1.0,7.0
18018,9500000,38,19.0,1.0,8.0
18025,9800000,66,37.0,2.0,8.0
18029,12000000,82,48.0,3.0,8.0
18039,4700000,44,27.0,2.0,5.0
18042,12350000,59,31.0,2.0,8.0
18045,4250000,25,13.0,1.0,7.0
18046,7800000,38,18.0,1.0,7.0
18049,6700000,44,29.0,2.0,6.0
18052,10150000,64,44.0,3.0,9.0
18054,15400000,59,30.0,2.0,12.0
18059,5500000,67,47.0,3.0,8.0
18060,6500000,36,19.0,1.0,10.0
18065,5950000,32,21.0,1.0,5.0
18066,7200000,35,19.0,1.0,9.0
18070,1000000,41,26.0,2.0,5.0
18072,5300000,31,18.0,1.0,5.0
18076,1000000,35,19.0,1.0,9.0
18079,10850000,61,29.0,2.0,12.0
18082,4500000,32,20.0,1.0,5.0
18092,1000000,44,27.0,2.0,5.0
18093,1000000,42,28.0,2.0,5.0
18095,7200000,42,28.0,2.0,6.0
18100,8000000,58,37.0,3.0,5.0
18107,990000,44,31.0,2.0,5.0
18111,5500000,38,19.0,1.0,8.0
18118,2000000,38,20.0,1.0,10.0
18122,6300000,38,24.0,2.0,6.0
18125,6400000,50,31.0,2.0,9.0
18127,8500000,38,21.0,2.0,7.0
18129,8900000,58,43.0,3.0,5.0
18132,6000000,38,18.0,1.0,7.0
18133,13000000,63,43.0,3.0,7.0
18136,6200000,35,19.0,1.0,8.0
18137,18000000,116,77.0,4.0,19.0
18138,6300000,38,19.0,1.0,8.0
18145,6400000,44,28.0,2.0,5.0
18149,7700000,41,26.0,2.0,5.0
18151,2000000,51,31.0,2.0,9.0
18152,8300000,56,37.0,3.0,5.0
18158,7900000,37,22.0,2.0,4.0
18164,13500000,75,46.0,3.0,10.0
18167,5150000,32,18.0,1.0,5.0
18171,6600000,35,19.0,1.0,10.0
18172,6100000,45,29.0,2.0,5.0
18174,8800000,54,31.0,2.0,11.0
18178,3000000,44,27.0,2.0,5.0
18181,6200000,53,33.0,3.0,6.0
18189,6800000,42,26.0,2.0,5.0
18193,6200000,36,17.0,1.0,10.0
18203,6550000,42,20.0,1.0,8.0
18204,6768000,71,71.0,3.0,1.0
18205,9700000,75,45.0,3.0,10.0
18208,13700000,57,36.0,2.0,5.0
18209,9850000,73,44.0,3.0,10.0
18213,1000000,39,19.0,1.0,8.0
18217,3000000,37,18.0,1.0,8.0
18219,6150000,31,17.0,1.0,5.0
18221,1000000,43,28.0,2.0,6.0
18224,990000,43,28.0,2.0,5.0
18227,12300000,54,32.0,2.0,9.0
18241,2200000,62,38.0,3.0,7.0
18242,4700000,32,20.0,1.0,5.0
18250,15000000,72,43.0,3.0,10.0
18253,5600000,30,18.0,1.0,6.0
18258,5700336,41,18.0,1.0,9.0
18261,11688430,70,70.0,2.0,12.0
18264,7300000,44,27.0,2.0,6.0
18265,10000000,36,21.0,2.0,7.0
18266,1100000,59,38.0,3.0,8.0
18269,6700000,42,29.0,2.0,5.0
18271,15600000,85,58.0,3.0,9.0
18272,12500000,58,34.0,2.0,10.0
18278,6200000,39,19.0,1.0,8.0
18279,24500000,127,69.0,4.0,11.0
18281,31350000,136,99.0,4.0,11.0
18283,5550000,43,28.0,2.0,8.0
18285,7850000,52,30.0,2.0,8.0
18286,7400000,28,15.0,1.0,7.0
18290,6800000,44,28.0,2.0,6.0
18294,7300000,43,26.0,2.0,5.0
18297,5335000,48,1.0,1.0,1.0
18299,13300000,84,41.0,2.0,12.0
18305,4640000,40,1.0,1.0,1.0
18310,8500000,40,22.0,2.0,7.0
18312,5600000,42,28.0,2.0,5.0
18321,4500000,57,38.0,3.0,5.0
18338,6800000,46,29.0,2.0,6.0
18342,12900000,65,46.0,3.0,7.0
18344,13000000,165,124.0,1.0,30.0
18345,5900000,32,18.0,1.0,6.0
18346,7250000,41,18.0,1.0,10.0
18349,6900000,29,17.0,1.0,5.0
18351,14500000,81,51.0,3.0,11.0
18358,5850000,32,18.0,1.0,6.0
18362,7900000,56,41.0,3.0,5.0
18369,8500000,51,30.0,2.0,8.0
18370,6300000,39,20.0,1.0,8.0
18371,6750000,42,27.0,2.0,5.0
18380,3000000,45,29.0,2.0,5.0
18382,6900000,32,16.0,1.0,7.0
18384,19200000,78,44.0,3.0,10.0
18386,32150000,110,52.0,3.0,17.0
18393,8104000,41,18.0,1.0,9.0
18394,13000000,54,28.0,2.0,11.0
18397,7650000,42,25.0,2.0,5.0
18403,8500000,54,33.0,2.0,7.0
18404,12400000,67,47.0,3.0,65.0
18406,16250000,82,54.0,5.0,5.0
18422,9350000,39,19.0,1.0,8.0
18423,8500000,56,42.0,3.0,5.0
18425,8025000,45,30.0,2.0,5.0
18430,27000000,122,70.0,4.0,12.0
18431,6900000,36,21.0,2.0,2.0
18435,11600000,72,51.0,3.0,7.0
18437,12150000,73,43.0,3.0,10.0
18439,2500000,41,26.0,2.0,5.0
18448,6900000,44,17.0,1.0,12.0
18453,4100000,86,51.0,3.0,12.0
18457,6200000,39,20.0,1.0,8.0
18458,6400000,38,19.0,1.0,8.0
18462,6400000,32,21.0,1.0,5.0
18464,11000000,45,33.0,2.0,5.0
18466,2000000,51,29.0,2.0,8.0
18467,13912056,74,74.0,2.0,1.0
18470,6800000,44,31.0,2.0,5.0
18478,6564000,38,15.0,1.0,9.0
18480,14962709,74,39.0,2.0,12.0
18485,25500000,129,60.0,2.0,16.0
18489,6600000,60,28.0,2.0,12.0
18490,15500000,73,36.0,2.0,11.0
18491,5300000,34,20.0,1.0,6.0
18497,6000000,37,18.0,1.0,8.0
18500,8800000,38,18.0,1.0,9.0
18503,18500000,79,44.0,3.0,10.0
18504,6500000,52,30.0,2.0,8.0
18505,16250000,78,52.0,3.0,8.0
18506,9500000,39,23.0,2.0,6.0
18508,1050000,45,28.0,2.0,5.0
18513,15400000,73,43.0,3.0,10.0
18521,7000000,34,19.0,1.0,9.0
18522,2000000,54,33.0,2.0,7.0
18524,7000000,133,79.0,4.0,14.0
18529,1150000,30,17.0,1.0,5.0
18530,10000000,58,33.0,2.0,8.0
18534,18000000,75,45.0,3.0,9.0
18535,17850000,79,54.0,3.0,8.0
18538,10950000,65,46.0,3.0,8.0
18543,1000000,29,16.0,1.0,5.0
18544,6350000,38,19.0,1.0,7.0
18548,5950000,38,19.0,1.0,7.0
18549,9500000,53,30.0,2.0,8.0
18550,5300000,27,14.0,1.0,6.0
18559,6700000,45,30.0,2.0,5.0
18562,5850000,32,21.0,1.0,5.0
18563,27353700,101,101.0,3.0,1.0
18566,8500000,58,44.0,3.0,6.0
18569,11150000,75,43.0,3.0,10.0
18571,10900000,56,33.0,2.0,6.0
18573,1000000,44,28.0,2.0,5.0
18574,6300000,44,27.0,2.0,6.0
18580,1000000,79,45.0,3.0,12.0
18590,8150000,41,20.0,1.0,8.0
18597,8500000,60,44.0,3.0,6.0
18599,8400000,60,44.0,3.0,6.0
18600,6675730,1,1.0,1.0,1.0
18604,9600000,85,52.0,3.0,9.0
18605,8850000,56,29.0,2.0,11.0
18609,29500000,111,49.0,3.0,12.0
18610,3000000,52,31.0,2.0,10.0
18616,7400000,57,33.0,2.0,10.0
18617,8550000,59,41.0,3.0,5.0
18621,3000000,43,17.0,1.0,12.0
18625,8000000,50,30.0,2.0,8.0
18629,6400000,38,19.0,1.0,7.0
18631,6100000,30,17.0,1.0,6.0
18632,6700000,41,20.0,1.0,8.0
18634,16700000,79,76.0,3.0,10.0
18638,19000000,76,44.0,3.0,13.0
18643,6100000,34,14.0,1.0,10.0
18644,8800000,41,17.0,1.0,10.0
18670,8000000,61,60.0,2.0,11.0
18676,13500000,54,29.0,2.0,9.0
18677,8800000,52,34.0,3.0,5.0
18681,6000000,46,31.0,2.0,6.0
18682,17000000,84,36.0,2.0,13.0
18691,9100000,44,31.0,2.0,5.0
18697,15500000,80,52.0,3.0,8.0
18698,7100000,35,17.0,1.0,9.0
18706,8100000,44,30.0,2.0,5.0
18716,2000000,56,30.0,2.0,8.0
18717,5400000,36,21.0,1.0,6.0
18719,6100000,38,19.0,1.0,8.0
18723,24000000,143,117.0,1.0,14.0
18733,7400000,53,30.0,2.0,8.0
18736,9000000,94,52.0,3.0,11.0
18741,12850000,71,47.0,3.0,7.0
18744,5700000,31,18.0,1.0,6.0
18754,6482506,84,84.0,3.0,10.0
18759,10300000,62,60.0,3.0,8.0
18767,11600000,82,50.0,3.0,8.0
18770,1000000,43,29.0,2.0,5.0
18771,13200000,66,33.0,2.0,12.0
18772,7700000,59,43.0,3.0,5.0
18773,5500000,35,20.0,1.0,9.0
18775,7400000,62,42.0,3.0,6.0
18776,6500000,45,29.0,2.0,6.0
18784,10138914,53,22.0,1.0,11.0
18786,6945000,48,30.0,2.0,9.0
18790,7250000,43,28.0,2.0,6.0
18792,24000000,66,14.0,1.0,30.0
18794,10200000,77,46.0,3.0,10.0
18796,18713200,71,68.0,2.0,1.0
18801,11000000,68,46.0,3.0,7.0
18805,2000000,40,27.0,2.0,5.0
18812,51650004,146,146.0,3.0,7.0
18813,9700000,59,43.0,3.0,6.0
18815,8000000,43,19.0,1.0,12.0
18817,4000000,34,20.0,1.0,6.0
18821,8266000,34,19.0,1.0,9.0
18822,5500000,30,18.0,1.0,5.0
18824,6000000,37,19.0,1.0,7.0
18825,18200000,87,55.0,4.0,10.0
18826,9300000,37,22.0,2.0,7.0
18830,16900000,81,54.0,3.0,8.0
18832,6075000,39,19.0,1.0,8.0
18839,2000000,45,29.0,2.0,5.0
18840,1250000,33,20.0,1.0,5.0
18845,9150000,53,30.0,2.0,8.0
18846,7200000,45,28.0,2.0,5.0
18849,7900000,33,16.0,1.0,7.0
18852,7850000,41,24.0,2.0,5.0
18854,7000000,42,26.0,2.0,5.0
18857,8270000,48,20.0,1.0,12.0
18859,6500000,45,27.0,2.0,5.0
18862,5588313,94,79.0,1.0,4.0
18871,5200000,37,19.0,1.0,7.0
18874,2000000,44,28.0,2.0,5.0
18877,11000000,74,45.0,3.0,10.0
18882,11000000,65,46.0,3.0,5.0
18884,8400000,52,29.0,2.0,8.0
18886,3000000,75,43.0,3.0,10.0
18887,5900000,36,21.0,1.0,6.0
18888,2500000,32,20.0,1.0,5.0
18889,20250000,74,51.0,3.0,8.0
18893,7500000,41,25.0,2.0,5.0
18895,2000000,77,46.0,3.0,10.0
18900,17000000,77,46.0,3.0,10.0
18903,3000000,31,21.0,1.0,5.0
18904,16200000,69,44.0,3.0,8.0
18905,18250000,73,40.0,3.0,10.0
18907,6900000,36,19.0,1.0,9.0
18909,6300000,36,17.0,1.0,1.0
18910,9100000,60,41.0,3.0,6.0
18912,9000000,75,42.0,3.0,10.0
18914,5600000,32,32.0,1.0,6.0
18916,12800000,73,41.0,3.0,8.0
18919,8700000,38,20.0,1.0,10.0
18924,10800000,48,30.0,2.0,9.0
18925,6400000,38,19.0,1.0,7.0
18928,6100000,43,29.0,2.0,5.0
18930,6700000,43,28.0,2.0,5.0
18931,5400000,33,21.0,1.0,5.0
18933,24267600,177,119.0,8.0,17.0
18934,6500000,41,27.0,2.0,5.0
18935,7500000,39,20.0,1.0,8.0
18940,13454391,91,91.0,3.0,19.0
18941,5300000,42,26.0,2.0,6.0
18943,8900000,63,43.0,3.0,6.0
18948,1000000,44,31.0,2.0,5.0
18966,8700000,74,44.0,3.0,10.0
18969,1500000,38,13.0,2.0,5.0
18970,9600000,64,43.0,3.0,7.0
18972,5750000,45,28.0,2.0,5.0
18973,1000000,62,36.0,3.0,7.0
18974,13400000,71,43.0,3.0,10.0
18979,9300000,40,18.0,1.0,9.0
18982,15750000,88,50.0,3.0,11.0
18983,5300000,29,16.0,1.0,5.0
18990,25500000,145,109.0,7.0,9.0
18997,6800000,39,19.0,1.0,8.0
18999,23000000,68,41.0,3.0,10.0
19002,14500000,81,52.0,3.0,7.0
19003,7200000,45,25.0,2.0,6.0
19005,10600000,65,39.0,3.0,7.0
19008,15550000,77,46.0,3.0,10.0
19016,7600000,52,30.0,2.0,8.0
19017,8000000,37,22.0,2.0,7.0
19018,1000000,67,46.0,3.0,7.0
19019,49012500,150,146.0,3.0,24.0
19020,11900000,54,32.0,2.0,9.0
19027,5400000,32,18.0,1.0,6.0
19032,13100000,73,44.0,3.0,10.0
19033,23500000,103,66.0,3.0,11.0
19040,7100000,39,19.0,1.0,8.0
19044,8200000,45,28.0,2.0,6.0
19045,16000000,74,43.0,3.0,10.0
19047,2500000,31,16.0,1.0,5.0
19054,9590000,105,71.0,3.0,11.0
19059,6000000,32,21.0,1.0,5.0
19061,8900000,57,42.0,3.0,5.0
19063,9350000,32,21.0,1.0,5.0
19064,6250000,32,19.0,1.0,6.0
19066,10000000,36,19.0,1.0,6.0
19072,7600000,32,17.0,1.0,10.0
19073,8100000,38,19.0,1.0,10.0
19076,4500000,27,14.0,1.0,5.0
19078,5400000,32,20.0,1.0,5.0
19079,2000000,33,20.0,1.0,5.0
19083,7700000,42,29.0,2.0,5.0
19084,9200000,36,16.0,1.0,9.0
19087,5700000,35,19.0,1.0,10.0
19089,6450000,41,27.0,2.0,5.0
19092,5550000,32,22.0,1.0,5.0
19095,80777440,184,85.0,1.0,54.0
19098,9750000,53,33.0,2.0,7.0
19108,5500000,37,22.0,2.0,7.0
19109,1000000,37,23.0,2.0,6.0
19110,2000000,41,25.0,2.0,6.0
19111,7500000,38,23.0,2.0,5.0
19112,14800000,59,59.0,2.0,12.0
19114,2000000,79,45.0,3.0,12.0
19127,5400000,30,30.0,1.0,5.0
19128,8500000,51,30.0,2.0,8.0
19129,33000000,107,59.0,3.0,14.0
